1.50384E-25	4
0.004444444	3.737777778
0.017777778	3.484444444
0.04	3.24
0.071111111	3.004444444
0.111111111	2.777777778
0.16	2.56
0.217777778	2.351111111
0.284444444	2.151111111
0.36	1.96
0.444444444	1.777777778
0.537777778	1.604444444
0.64	1.44
0.751111111	1.284444444
0.871111111	1.137777778
1	1
1.137777778	0.871111111
1.284444444	0.751111111
1.44	0.64
1.604444444	0.537777778
1.777777778	0.444444444
1.96	0.36
2.151111111	0.284444444
2.351111111	0.217777778
2.56	0.16
2.777777778	0.111111111
3.004444444	0.071111111
3.24	0.04
3.484444444	0.017777778
3.737777778	0.004444444
4	1.51983E-25
3.867777778	0.001111111
3.61	0.01
3.361111111	0.027777778
3.121111111	0.054444444
2.89	0.09
2.667777778	0.134444444
2.454444444	0.187777778
2.25	0.25
2.054444444	0.321111111
1.867777778	0.401111111
1.69	0.49
1.521111111	0.587777778
1.361111111	0.694444444
1.21	0.81
1.067777778	0.934444444
0.934444444	1.067777778
0.81	1.21
0.694444444	1.361111111
0.587777778	1.521111111
0.49	1.69
0.401111111	1.867777778
0.321111111	2.054444444
0.25	2.25
0.187777778	2.454444444
0.134444444	2.667777778
0.09	2.89
0.054444444	3.121111111
0.027777778	3.361111111
0.01	3.61
0.001111111	3.867777778
